tiempoEspera,tiempoServicio,tiempoLlegadas,tiempoRealAtencion
106.6,22.4,836,98.7303
105.7,22.9,821,95.7196
121.7,23.4,901,87.2702
149.4,27,980,111.458
128.2,24.9,869,101.138
115.3,22.9,825,90.7066
115.3,22.9,825,90.7066
106.2,22.5,798,87.8007
106.6,22.4,836,92.5348
105.7,22.9,821,91.4181
82.4,19.5,534,81.3884
68.2,15.4,744,66.4825
103.6,26.2,720,93.2284
86.9,21.6,717,90.277
92.2,23.4,1119,87.4704
82.4,19.5,534,83.0908
110.2,27.2,1078,113.24
109.5,21.6,903,50.9865
97.3,20.9,831,96.7854
106.3,20.4,820,88.5448
110.2,27.2,1078,109.321
104.5,26.1,899,95.1389
90.3,22,726,84.1786
119.6,17.9,751,78.0382
139.4,28.9,1225,95.1669
122.1,25.8,1174,126.679
115,26,1118,123.911
118.6,25.4,1160,109.605
122.7,26.3,1207,112.998
128.4,28.8,1256,105.921
148.9,29.3,1431,127.648
139.4,28.9,1225,125.882
122.1,25.8,1174,113.514
115,26,1118,100.985
118.6,25.4,1160,101.675
122.7,26.3,1207,106.217
128.4,28.8,1256,109.55
148.9,29.3,1431,123.572
139.4,28.9,1225,120.973
122.1,25.8,1174,111.277
115,26,1118,103.877
118.6,25.4,1160,104.351
122.7,26.3,1207,104.93
128.4,28.8,1256,114.877
148.9,29.3,1431,126.339
77.4,15,798,76.7603
101.8,23.2,916,103.632
114,17.4,1058,82.898
117.3,16.7,1090,83.2143
149.3,17.5,1004,81.748
110.2,18.6,1262,94.8199
153.6,21,1514,111.915
108.1,19,773,53.9882
98.4,17.8,750,100.706
88.7,17.7,680,83.0182
110.6,24.8,1061,79.1858
116.3,29.1,640,76.9733
134.1,22.9,1500,92.6959
129,24,1433,89.3967
136.6,23.5,1470,82.6873
119.7,23.1,1345,84.2789
146.2,26.6,1449,89.5951
140.4,25.2,1545,89.7556
134.1,22.9,1500,81.675
129,24,1433,80.5589
136.6,23.5,1470,84.0634
119.7,23.1,1345,80.7415
146.2,26.6,1449,91.0744
140.4,25.2,1545,82.7532
134.1,22.9,1500,82.4356
129,24,1433,75.5439
136.6,23.5,1470,84.5655
119.7,23.1,1345,75.4305
146.2,26.6,1449,88.8176
140.4,25.2,1545,89.2807
134.1,22.9,1500,82.1994
129,24,1433,79.6075
136.6,23.5,1470,82.1678
119.7,23.1,1345,81.8876
146.2,26.6,1449,91.7295
140.4,25.2,1545,84.1654
134.1,22.9,1500,86.8705
129,24,1433,81.8052
132.2,22.1,1465,82.1731
128,22.8,1422,79.3996
103,22.9,1555,84.5425
136.7,22.8,1529,76.5046
132.2,22.1,1465,82.7495
125.5,22.6,1413,78.9494
147.8,27.1,1510,89.6687
141.9,22.9,1555,72.121
136.7,22.8,1529,66.3664
132.2,22.1,1465,85.1832
125.5,22.6,1413,75.7665
147.8,27.1,1510,96.981
141.9,22.9,1555,82.9754
136.7,22.8,1529,80.5394
132.2,22.1,1465,77.505
125.5,22.6,1413,80.5181
147.8,27.1,1510,90.0144
141.9,22.9,1555,88.5351
136.7,22.8,1529,82.6873
131.7,23.4,1495,84.097
141.2,26.2,1455,87.8156
148.9,24.8,1559,90.0105
140,24.4,1506,83.1018
129.1,22.9,1495,83.0748
101.6,23.7,536,59.7985
131.7,23.4,1495,79.724
103.1,20.9,534,104.285
96.5,20.6,512,97.9916
96.9,22,532,101.773
128,22.8,1422,80.5964
91.3,20.3,759,68.9084
102,21.8,524,93.4486
114.8,22.4,548,97.1977
141.2,26.2,1455,90.9056
130,24.4,518,112.199
148.9,24.8,1559,86.1253
140,24.4,1506,82.5829
129.1,22.9,1495,76.9981
131.7,23.4,1495,83.0515
128,22.8,1422,79.8293
141.2,26.2,1455,84.2445
101.5,21.6,900,67.7238
83.7,22.3,1044,60.3083
124.8,24.1,1265,79.7445
97.4,19,835,86.6056
91.3,18,796,82.9515
87.7,16.9,672,75.9134
94.2,18.5,718,82.9854
116,19.6,787,85.589
104.9,20.2,702,97.8189
90.5,19.1,483,71.3036
104.9,24.3,996,107.333
92,26.4,572,121.098
124.7,20.3,937,91.9086
88.9,19.5,720,101.182
97.7,19.8,828,113.206
93.8,17.6,705,97.1837
78.9,18.7,433,94.8149
106.5,23.9,942,116.536
59.8,18.7,390,62.1413
78.9,18.7,433,79.44
78.9,14.2,649,70.5681
89.4,24.5,508,98.0573
92.8,19.1,585,91.1223
121.7,23.4,901,93.4797
149.4,27,980,102.565
97,19,714,105.006
117.2,22.8,1516,84.8788
112.5,22.8,1460,81.3126
118.5,22.1,1566,94.5496
92.9,25.3,1021,97.9649
87.4,13.6,679,70.1601
96.7,22.7,932,107.74
119.2,23,1210,94.0094
110.4,31.5,1074,103.883
113.6,30.9,1172,106.647
88.4,18.4,708,84.4343
81,19.5,592,76.3518
105.8,22.4,914,98.0906
100.9,23.8,1087,94.2306
111.8,24.7,1216,105.58
111.2,24.7,1031,95.9246
110.3,23.6,1007,96.1146
110.3,24.4,903,89.9134
113.4,18.9,946,81.0945
110.2,23,933,99.4
91.7,19.3,434,138.189
75.1,18.8,452,82.4593
91.8,22.6,954,104.853
60.7,13.1,708,72.6911
89,23,648,84.3305
91,18.8,704,83.9912
95.8,21.7,772,87.7911
78.1,31.3,330,131.423
100.2,23.3,746,80.5929
75.1,18.8,452,72.77
118.4,19.4,877,86.312
119.3,30.8,857,101.132
65.6,14.8,703,71.4187
107.8,21.5,869,89.2508
89.8,21,836,78.8357
103.3,20.5,828,88.7617
103.6,23.9,1087,104.361
105.8,24.1,850,90.902
95.7,16.7,436,57.5805
86.7,21.7,622,71.2768
89.9,33.8,551,133.697
127,24,1097,74.6602
76.7,19.7,450,70.1228
106.9,18.9,748,90.1816
109.2,18.3,761,87.8089
86.9,17.9,688,96.1603
86.4,17.4,680,89.3431
96.7,18.7,728,78.7643
116,19.6,787,89.4655
104.9,19.3,702,86.5271
101.7,26.4,947,119.072
112.1,33,876,112.854
132.5,31.1,1199,119.023
116.8,25.7,1241,118.197
96.8,23.7,696,93.326
76.8,22.2,443,74.8312
89.1,22,727,93.7406
97.7,22,831,120.854
86.7,20.5,518,96.4777
86.7,20.5,518,86.808
71.8,18.1,440,57.2798
88,20.2,737,102.288
96.8,28.2,606,95.6172
107.8,24.6,1019,113.746
132.5,17.8,1469,66.5457
89.5,22.3,1007,84.6936
94.6,20.4,722,87.0299
99.5,19.4,834,77.0376
125.7,24.1,1222,99.3347
94.4,18.3,798,73.0377
93.1,20.6,662,87.4308
92.1,28,599,87.5801
106.9,18.9,748,88.1613
96.7,20.2,618,75.3184
73.5,17.9,709,75.396
105.1,24.6,1003,101.938
90.7,21.2,992,81.0338
90.8,20,715,75.205
93,18.5,468,70.4307
118.8,19.4,884,78.4012
102.4,19.9,604,86.574
91.5,25,546,90.762
102.4,24.4,953,96.3595
108.8,23.1,794,88.023
80.9,18.8,388,51.105
79.1,28.2,495,114.208
93,18.5,468,73.6342
82.8,20.9,592,74.6913
106.2,19.5,664,74.9386
110,24.9,840,97.8726
109.4,23.3,832,85.9003
110.4,23,810,89.1667
112.8,22.8,844,83.7908
103.4,23,824,86.297
121.3,23.6,900,90.1692
150,27.1,985,101.47
110,24.9,840,88.8943
109.4,23.3,832,86.041
58,14.6,656,67.4259
100.3,19.9,708,83.4457
87.3,19.5,971,74.6174
89.7,20.3,438,126.86
117.8,23.1,1514,97.8085
106.3,23.5,1455,80.2698
118.9,22.5,1552,81.5841
107.1,23.6,930,90.2689
116.9,21.4,904,69.5189
84.3,19.1,601,78.8755
101.7,23.3,940,97.24
94.9,27.2,619,84.7122
91.6,20.8,826,79.3878
91.4,25.2,1035,91.341
107.1,23.6,930,98.4129
97.1,23.7,801,82.0716
96.9,19.9,983,73.7122
89.6,18.3,706,68.6961
86.8,25.6,526,81.2119
93.1,20.1,445,120.705
77.4,19.3,470,73.954
85.6,20.4,596,77.2855
104.3,21.2,820,93.9269
122.2,31.2,878,93.1538
110.3,21.9,876,87.0731
73.5,22,530,102.497
80.1,22.3,555,99.0567
89.1,24.5,530,121.25
91.7,18.8,667,77.6146
96.7,22.7,964,99.7321
112.2,22.6,815,83.182
87.4,18.9,705,77.5745
116.8,18.3,540,136.152
117.7,28.7,1106,91.0733
112.8,21.7,1021,80.5662
99.1,20.5,787,89.3366
105,22.5,838,87.2897
93.1,21.7,629,83.3338
89.4,19.6,711,76.7605
105.9,23.3,987,100.717
93.6,29.9,529,108.67
141.3,23,1324,88.8759
102.6,24,1092,104.872
124.4,20.1,519,135.579
93.5,24.4,754,78.2757
89.1,22.1,804,85.2447
106.2,23.5,579,98.4681
116.7,25.7,1245,120.544
117.5,31.7,909,120.491
95.3,21.1,841,78.009
101,21,832,83.547
105.5,23.7,850,107.678
93.5,24.4,754,93.4758
113.9,19.7,772,85.1647
95.5,18.3,696,85.5417
86.9,17.6,692,84.1652
101.3,18.7,734,82.4605
107.5,20.2,798,77.6073
107.5,20.7,727,92.0653
120.1,19.2,765,83.0784
139.5,31,1217,107.343
88.9,22.1,743,88.5311
114,23.7,1335,82.2531
82.7,22.2,460,73.5888
93.3,23.3,517,101.524
103.9,21.1,538,95.3779
99,20.7,529,104.491
105.9,22.2,543,102.067
109,22.2,533,97.1382
116.2,21.6,565,101.535
124.8,24.5,530,120.447
60,15.9,645,61.44
102.7,26.3,653,81.1885
113,24.6,1024,104.905
98.3,21.3,755,95.7571
81,19,712,86.7274
91.6,32,527,122.805
98.4,21.3,965,101.631
98.4,21.3,965,100.586
76.5,19.7,517,88.4986
58.9,15.6,664,67.3032
97.7,20.2,629,72.0821
98.2,27.2,608,84.4598
95.5,20,713,80.1355
103.3,21.6,832,85.2144
104.8,24.9,1001,110.707
100,25.8,1081,87.4068
87.5,21.2,1002,75.6283
122,17.9,1404,57.6872
99.1,18.5,473,80.8279
99.1,18.5,473,67.397
60.9,14.7,666,70.8629
88.6,20.6,608,80.2978
103,25,571,89.1478
99.6,24.3,956,94.2521
101.2,19.1,836,80.7387
98.5,18.2,805,71.3956
90.8,20.2,617,86.7221
92.3,19.4,678,74.6571
122.7,22.1,894,79.0854
115.3,23.9,847,82.5006
94.1,25.7,1056,87.0661
94,20.6,445,119.554
87.3,18.3,701,85.0619
119.7,20.6,945,81.9877
74.6,18.2,630,73.1581
87.3,18.3,701,71.0547
87.1,33.9,555,138.338
105.6,26.4,641,79.9768
93.6,26.8,1045,84.5264
92.1,19.6,699,72.1767
92.8,19.4,624,81.4993
105.3,23.2,946,107.029
85.1,19.4,612,73.7842
89.3,20.7,819,87.2355
105.4,24,928,101.759
89.4,19.6,494,76.4439
73.1,13.8,403,57.1371
103.7,20.4,448,116.237
78.8,18.4,590,61.4092
119.4,17,1387,57.7855
97.2,31.3,550,112.267
105.5,21.2,818,86.9062
133.6,29.2,1223,123.491
133,26.4,1211,121.823
144.9,26.8,1163,106.423
142.3,25.5,1191,108.292
134.7,28.5,1281,123.591
98.4,23.6,967,107.521
158.6,30.9,1473,132.01
119.6,31.5,897,86.1844
133.6,29.2,1223,119.843
152.7,26.4,1211,111.119
144.9,26.8,1163,117.366
110.1,21.8,882,88.6176
89,26.3,1035,89.9078
93.8,19.1,679,71.9907
86.1,18.9,699,64.2401
83.4,19.5,484,77.4909
66.1,13.6,726,66.7049
111.8,25.8,1156,86.9958
57.3,13.8,403,54.2959
91.3,20.9,969,70.7759
116.5,19,543,118.034
95.6,19.7,722,74.3782
102.6,20.9,803,99.3885
95.8,21.6,635,72.0567
105.9,21.3,1087,71.2836
100.4,24.2,1094,105.386
92.6,20.9,712,73.4883
112.3,19.6,785,86.6722
90.7,18.8,701,77.5347
91.6,18,697,82.9357
101.8,18.9,740,81.4875
116.8,18,815,78.0048
106.1,20.6,746,86.9358
113.7,19.4,775,88.0777
135.5,29.4,736,88.3429
97.4,21.1,845,74.6755
95.7,24.4,759,94.9312
94.3,21,837,77.4009
113,25.9,1261,123.063
105.2,22.8,829,90.8157
118.8,23.3,905,84.0436
144.7,26.7,995,100.014
112.6,24.9,846,95.1959
114.8,23.4,844,88.0045
112,22.8,822,85.0403
78.5,25,549,91.7638
57.7,16.4,655,61.5835
112.1,27.8,670,97.3995
97.3,21.5,770,92.8172
89.6,22.2,1042,82.8373
111.7,25.3,1032,109.472
97.3,32.2,534,115.331
91.5,19.9,721,81.3105
84.7,20.8,623,84.0769
117,23.7,466,131.188
76.7,21.1,527,97.1226
50.1,15.5,673,71.0526
104.5,21.4,834,83.6346
99.9,26.4,632,84.9844
103.9,23.1,800,79.5505
91.3,21,683,80.5048
76.7,21.1,527,78.2611
96.5,20.5,712,80.9831
75.6,18,730,70.3979
90.2,20.9,1014,75.2107
104.9,22.5,876,86.8736
102,20.1,640,80.2582
52.4,19.9,585,88.4448
52.4,19.9,585,79.601
53.8,20.6,635,82.4516
52,20.1,627,83.8528
56.2,23.3,624,79.3761
59.1,24.8,738,94.6498
55.7,21,609,87.6805
59.2,20.6,618,75.0656
52.4,19.9,585,86.6199
99.5,19.2,837,77.0479
100.9,18.3,809,78.8913
86,19.2,690,74.8416
50.3,14.8,675,56.5618
99.5,24.6,586,81.9615
91.9,20.7,625,84.1925
99.1,24.3,954,91.6059
105,23.1,784,82.1984
79.6,20,608,74.3547
104.5,19.9,709,77.6577
92.7,20.9,617,81.0063
89.3,19.4,977,72.4035
96.8,20.9,452,121.406
120.5,20.6,939,71.2689
112,22.7,1523,84.9046
115.7,23,1504,91.5403
121.8,23.3,1426,86.1938
108.6,20.6,1579,97.9994
100.8,26.4,1043,85.4914
110.5,23.8,921,95.2053
82.8,19.7,503,70.0173
88.7,19.6,631,81.2482
90.4,19.8,708,74.9299
87.4,23.8,549,81.989
92.2,26.4,1043,93.2449
105.7,23.2,951,105.296
90.9,19.5,619,72.3208
63.9,14,407,58.8567
101.2,19.4,997,70.5359
97.7,23.2,861,100.182
113.4,20.5,459,122.508
120,22.1,900,78.043
118.6,17.1,1397,60.8241
103.3,21.4,814,78.6214
80.4,19.7,493,76.9451
115.2,26.5,1149,98.384
55.9,14,735,69.4342
99.8,24.4,651,78.3489
91,20.2,615,76.307
91.9,19,698,71.8961
103.3,21.4,814,87.0188
98.1,23.5,971,98.7051
86,19,688,73.344
124.8,31.6,908,89.7205
112.9,21.8,894,84.3276
87.4,20,678,84.2283
80.4,19.7,493,70.6762
86.6,20.7,976,72.4549
112.5,23.6,1125,85.161
110.7,24.8,1288,97.7012
104.9,24.4,1071,93.7849
116.6,23.6,1043,79.9819
96.5,24.2,961,94.4729
106.3,21.8,883,92.5518
117.8,19.3,548,119.513
114.3,28.4,1119,91.6032
114.3,28.4,1119,90.588
91.5,19.6,727,71.8898
95.1,20.5,644,76.4412
98.1,24.5,830,91.087
132.7,22.8,1322,86.1959
101.8,24.4,1098,110.599
97,21.2,844,85.0177
85.3,20.7,553,79.5929
88.1,21.2,1096,81.5863
127.3,21,528,129.007
98.1,24.8,763,72.384
111.2,26.4,752,85.102
114.7,19.7,795,83.0756
95.6,18.6,705,86.2996
83.4,16.4,683,85.9176
98,17.2,724,75.6577
118.5,17,834,81.7616
111.8,20.4,752,88.9388
110.2,18.9,821,93.4382
115,26.4,1269,123.992
138.5,30.5,1242,112.081
92.6,23.1,771,82.8725
136.9,28.1,1122,121.897
98.1,24.8,763,92.7834
95,20.9,839,84.7137
119.1,33.6,768,121.137
84.6,25.4,561,100.301
84.6,25.4,561,92.0838
106.7,21.5,679,89.679
48.9,17.2,662,68.2765
115.6,27.6,690,105.888
105.1,25.4,1039,109.142
83.2,19.1,729,74.9605
93.2,19.7,722,74.9247
104,28,769,114.718
89.3,20.7,646,80.6149
89.8,22.3,1053,82.1353
98.8,32.2,540,121.588
99.4,21.9,866,87.9401
100.5,21.2,542,104.878
98.6,21.9,537,90.9048
102.6,21.8,522,108.714
102.5,21.3,558,97.0476
119,20.2,590,103.765
125.7,24.4,538,134.933
101.1,20.1,646,73.4543
77.3,17.8,736,81.9802
109.3,25.8,1087,93.3285
130,23.8,1137,106.162
102.8,21.4,829,88.5312
102.3,31.2,547,118.025
106.8,25.4,1007,112.696
91.1,21.2,1017,76.3046
121.5,25.7,1192,105.1
147.1,28.1,1269,116.784
79.8,21,534,75.699
99.7,20,699,71.2543
100.3,26.4,734,97.6924
88.7,18.7,814,89.8768
87.9,19.2,844,79.1048
93,25.2,598,86.4901
110.5,24.7,1064,94.645
97.5,24.3,952,106.185
105.3,23.6,785,85.1783
82.8,19.6,696,73.8083
87.2,19.3,972,68.9021
91.4,20.8,622,80.4253
100.3,26.4,734,96.5552
99.7,20,699,77.882
86.7,18,490,73.1395
96.9,23.6,865,89.5093
116.4,19.8,911,86.4754
93.4,21,457,130.246
89.7,17.4,825,70.2564
74.1,20.2,563,71.9157
102.2,18,703,77.6737
104.1,25.7,1044,87.0554
101.8,22.4,932,102.867
89,26.4,714,91.9125
92.3,20.6,974,72.4641
102.6,20,829,86.4777
140.3,20.8,954,93.5255
111.2,20.1,965,92.3306
104.2,26.6,1021,101.949
51.9,14.7,750,65.4495
94.7,24.4,650,85.6227
107.2,23,980,101.772
77.5,20.4,573,72.8662
153.3,23.4,668,94.6043
83.6,19.5,657,78.0763
94.7,18.7,701,80.1066
95.2,28.7,551,117.777
92.7,19.1,976,75.1268
87.6,19,689,77.2715
106,25.5,512,124.535
78.8,19.5,521,76.1956
54.6,20.3,653,88.8201
50.3,21.9,694,93.0279
49.6,23.2,800,111.675
80.6,28.4,533,121.257
90.8,21,613,78.6078
108.7,27.1,796,96.7751
92,23.6,841,82.8806
99,20.8,825,92.9604
98.1,28.8,714,98.7436
117.7,26,1147,95.815
103.4,23.4,1131,102.202
83.6,18.6,727,73.2887
99.2,20.1,732,75.7424
98.4,19.1,875,82.155
90.8,20.1,551,79.5096
127.7,24.9,728,85.7976
113.2,32,989,120.585
103.2,24.1,791,89.1017
106.3,25.2,1011,105.76
99.5,22.5,787,88.87
99.2,24.4,871,113.509
135.7,27.7,1361,127.394
93.2,33.1,631,136.064
91.1,22.4,1132,82.4298
106.9,17.5,788,81.5776
85.9,16.6,676,81.6188
87.5,17.1,700,83.934
96.6,17.3,740,68.4447
99.9,18.5,499,68.9218
118.5,17,834,81.3278
111.8,20.2,752,89.2905
101.6,20.9,958,98.6922
100.8,30,774,119.43
92.6,19.3,758,99.0757
88.9,18.7,803,83.9353
93,19.1,827,75.6652
87.9,17.4,829,72.6663
101,21.3,820,100.132
103.9,24.7,1111,117.966
89.8,19.9,775,89.7091
98.1,22.8,669,93.3625
104.6,27.9,806,113.237
93,28.3,535,128.404
84.8,20.4,510,97.0725
137.1,22.7,543,88.5315
139.9,23.4,531,89.5927
135.3,22.3,526,80.6918
140,21.6,563,99.1882
85,20.2,614,83.2025
93,19.3,741,93.5846
98.1,25.5,662,97.5461
105.6,24.3,992,107.184
95.5,19.7,870,92.2253
90,20.6,681,87.1657
95.4,21.6,771,89.7592
100.4,26,1089,98.5169
101.3,20.3,725,83.1544
84,19.8,1005,74.3344
106.4,21.4,448,135.849
96.3,30,504,109.748
103.9,22.3,908,105.223
74.6,18.6,450,81.4993
93.5,25.2,660,76.3139
83.9,19.9,570,79.1773
101.2,21.8,975,99.2059
81.2,18.4,628,90.4078
107.3,21.3,827,85.6289
117.8,19.8,932,80.8057
129.9,21.4,968,96.3315
90.5,18.3,694,74.261
96.3,30,504,110.417
61.8,14.4,420,67.2745
88.4,19.2,719,84.8502
85.7,18.3,953,73.9619
83.7,19.3,400,129.019
108.1,25.5,1061,89.0435
122.4,21.7,1583,78.2466
81.9,22.3,481,78.419
106.7,18.8,811,82.615
83.1,18.2,719,74.7623
103.5,24.5,640,68.0528
95.6,22.7,944,106.627
108.1,25.5,1061,87.9427
80.3,21.4,585,81.2286
93.9,26.1,728,88.5979
113.3,22.5,1160,82.9721
117.4,26.1,1136,102.197
91.3,20.8,897,83.9005
82.9,20,500,75.2983
94,23.2,766,79.1593
52.3,14.6,760,71.0331
89.3,19,703,74.3562
110.6,24.6,1040,88.4414
85.2,19.9,681,76.3862
102.9,24,672,77.9216
97.6,27.5,733,92.1339
110,23,992,110.379
112.6,29.5,1113,94.7304
85.8,19,992,72.099
90.4,18.9,700,81.4668
104.2,20.6,822,81.2719
111.9,26,520,122.787
119.9,20.2,979,85.4374
100.1,19.2,885,79.3208
86.1,19.9,542,79.9069
116.4,26.7,1151,93.8955
107.9,26.9,809,82.9341
96.6,21.1,846,88.6739
90.2,18.6,743,72.9822
97.5,29.1,727,93.3071
94.1,25.5,638,87.5866
105.2,23.4,1143,111.535
99,23.5,839,90.2795
100.2,21.4,571,80.4069
121.4,31.4,1001,113.97
91.7,18.9,817,72.0605
96.2,24.8,677,99.3595
105.3,25.4,1004,111.38
125.1,28.2,1355,118.239
110.8,25.7,891,107.218
97.7,33.6,639,129.973
122.1,31.3,1245,109.924
104.1,22.5,699,90.1114
94.3,20.2,778,96.8009
89.3,22.1,585,93.4897
101.2,21.7,842,90.0195
105.1,30.4,807,93.6931
102.2,25.3,1122,110.792
94.7,31.9,559,105.735
96.9,19.1,836,96.3126
107.4,27.9,819,108.096
114.2,18.1,800,81.419
114.6,19.6,836,86.4268
84.8,17.2,690,80.1627
93.4,17.6,707,87.0683
93.4,17.4,754,74.8041
141.3,17.8,865,83.6766
116.1,20.5,756,89.7616
114.6,19.6,836,91.1208
89.3,22.1,585,84.8711
99.5,25,734,84.8851
92.7,22.3,1158,74.1402
92.6,20.3,974,101.509
49.7,13.7,694,72.8522
99.1,25.5,693,92.7062
84.6,19.8,750,73.8554
85.4,20.5,729,78.6837
95.4,24.7,1005,101.375
108.2,23.4,992,91.1207
93.5,23.4,621,88.405
88.1,20.4,628,73.0882
95.6,19.9,867,79.5089
73.4,17,458,52.4703
89.1,19.7,1025,71.2569
88.9,31.1,397,129.807
110.6,21.9,459,122.132
95,28.1,545,99.6927
82.8,18.9,465,68.1175
140.3,23.4,532,83.7343
133.5,21.9,529,99.4598
144.2,21.8,564,86.8986
84.6,19.2,585,73.6907
89.4,17.7,833,69.1159
121.4,20.1,940,83.7893
100.2,22.3,977,90.4767
91.3,24,1089,71.8422
102.8,23.8,688,90.7361
102.3,30,514,115.909
87.8,19.1,712,86.9704
97.1,23.1,630,85.3231
139.9,25.3,1166,116.714
136.7,25.5,1208,104.073
144.5,27.7,1274,119.77
151.4,28.7,1327,121.016
124.5,27.3,1195,110.137
117.3,25.2,1160,109.15
122.4,25.3,1166,114.369
119.6,25.5,1208,116.039
86.1,19.2,966,67.1103
93.1,20,414,129.505
129.6,27.7,1274,118.204
99,23.3,671,96.3413
79.9,21.5,597,74.3247
81,18.3,724,79.7419
94.6,23.1,945,108.831
108.7,25,1064,86.1631
97.9,26,741,92.8438
137.9,21.5,983,90.3582
90.1,19.2,1002,74.2194
119.4,22.7,1169,89.9825
119.6,15.9,1432,60.3466
96.7,23.3,776,75.9743
87.8,20.4,507,71.4488
142.4,30.8,422,126.78
106,18.6,697,74.524
99.4,20.8,819,79.9143
105.3,23.7,685,101.649
89.1,19,712,83.3641
55.2,14.8,764,64.7157
87.5,19.9,686,81.8576
111.7,24.6,1045,82.559
99.9,27.3,740,92.6194
119.5,20.4,984,89.7109
106,18.6,697,83.4211
93,28.9,563,105.735
108,23,989,100.019
87.8,20.4,507,73.7038
89.4,23.5,558,90.0794
87.2,19.7,599,77.7137
95.9,19.1,999,73.2504
114.5,26.5,525,128.882
115.5,26.5,839,103.637
93.3,20.5,640,73.1095
98.2,23.6,835,97.5066
101.6,23.5,1143,108.353
100.7,21.7,867,88.6033
93.9,18.4,751,78.7466
102.2,26.5,1159,97.3156
86.8,21.1,1161,73.7775
104.3,19.3,894,78.3103
90.7,18.9,813,84.9911
101.9,28.3,741,105.379
105.6,22.4,594,82.343
107.4,25.8,1007,111.263
126.2,31,1018,124.798
97.3,25.8,770,96.6393
119.9,31.2,1252,111.869
125.1,28.6,1364,121.303
105.6,22.4,594,94.8634
133.4,26.7,1149,120.316
106.4,21.6,1402,80.9755
108.8,29.4,822,116.879
102.7,25.6,1120,111.225
104.7,19.9,846,76.8107
105.4,27,1161,89.3947
120.4,18.4,816,81.2357
86.9,17.2,700,87.3636
96.5,17.7,720,72.8688
94,17.4,762,76.1689
129.9,19.4,887,81.4469
127.8,20.4,778,90.2584
116,19.7,844,88.7534
98.5,20,788,82.9204
101,22,860,88.8512
107.1,22.2,710,86.4181
69.2,13.9,496,75.048
69.2,13.9,514,71.8829
69.2,13.9,514,71.8829
69.2,13.9,514,71.8829
54.5,12.5,425,68.9018
99.5,23.5,679,101.905
82.1,20.1,542,85.1776
97.7,24.7,1009,103.752
93.4,20,642,74.4683
102,25.6,704,108.999
93.8,25.9,1109,96.2779
103.1,23.1,729,78.7587
99.5,23.5,679,100.349
85.5,19.6,765,85.2761
91.9,20,857,85.8399
98.5,27.2,779,96.7686
81.8,18.7,480,74.7271
116.7,22.1,1567,85.1747
116,22.4,1583,85.8409
116.7,22.1,1567,90.8448
102.8,22.4,983,106.098
86.6,18.5,717,88.0896
83,19.1,676,82.5432
93.9,17.7,843,67.6351
125.7,20.5,957,78.5952
98.7,24,677,81.0197
139.8,21.2,992,90.1544
153.6,30.9,404,130.646
100.7,21.6,816,88.4127
92.2,19.3,602,79.6874
95.6,30.2,518,107.256
89.6,23.8,1096,80.54
81.8,18.7,480,77.4682
158.6,23.4,721,99.8193
156.7,23.1,696,105.59
155.9,27.2,672,99.1147
89.5,22.9,627,87.7766
83.8,19.1,975,73.1741
96,22.6,932,101.007
112.2,19.2,806,90.7401
96.6,23.1,945,101.344
96.9,18.7,732,83.8933
94,25.8,1079,82.2914
81.1,19.8,669,74.048
103.1,23.4,670,81.9284
102.3,21.8,825,74.147
52.7,13.5,422,54.5211
107.4,24.6,653,93.7026
108.5,21.2,960,79.1796
84.4,21.5,503,79.3519
116.3,15.8,1444,59.0975
99.2,20.7,805,84.6606
88.8,19.8,614,78.2473
107.4,23.3,996,100.423
102.7,23.9,683,99.6915
93.5,20.5,713,79.0195
123,20.6,988,88.2816
97.8,26.9,746,95.786
98.2,29,573,105.056
89.2,20.5,520,65.9214
89.2,19.1,1011,70.4246
112.1,26.7,533,138.484
85.6,23.8,591,92.896
98.2,20.4,653,72.8422
124.4,27.2,1172,94.5779
98.6,25.4,666,90.7511
97.6,23.9,1149,111.587
118.8,26.8,847,105.908
98.9,20.1,722,76.8865
105.7,19.3,894,80.8784
87.4,20.6,1175,71.3602
78.5,23.3,572,83.2647
125.6,18.8,822,87.1228
91.9,17.3,706,86.5076
93.6,16.6,727,84.1264
93.6,16.6,727,84.1264
135.4,22.9,777,87.8318
123.9,28.9,1372,123.273
106.2,26,945,108.177
103.7,23.5,827,89.8985
113.7,31.3,1034,131.491
104.1,17.7,741,75.8641
121.7,18.9,852,81.3492
110.8,20,751,88.6999
113.4,19.4,824,91.8805
108.9,21.6,1428,80.3904
94.7,19.1,818,88.2335
83.1,15.9,508,69.5465
94.6,22.2,880,88.7164
100.7,20.2,850,81.8898
108.7,29.6,817,129.562
103.7,25.6,1121,109.883
102.9,20.8,796,79.9778
113.1,22.4,722,82.6084
99.5,26.5,1168,86.5619
101.6,24.9,702,92.7094
89.1,21.5,1171,78.2475
86.9,20.6,549,87.463
95.1,21,653,83.4757
109.2,26,703,111.978
98.1,24.9,1009,102.341
83.9,19.9,770,84.0837
88.6,30.7,441,133.328
86.9,20.6,549,76.8061
96.6,24.5,649,93.1496
99.6,19.4,615,85.3782
122.9,22.1,933,80.804
110,23.6,662,95.2975
132.5,20.4,931,98.6788
91.8,23.9,1101,85.7161
84.2,18.7,734,78.3946
105.2,23.1,982,95.7915
98.4,21.1,427,139.104
79,19.1,495,73.2523
132.3,25,1175,124.986
121,25.5,1219,112.33
156.7,30.2,1465,130.417
75.5,23,602,82.7133
